날짜시간,항공사,가격
2025-01-25 00:00:00-07:40,아시아나항공,"266,100"
2025-01-25 00:00:00-09:01,대한항공,"267,900"
2025-01-26 00:00:00-06:30,제주항공,"249,200"
2025-01-26 00:00:00-07:55,제주항공,"249,200"
2025-01-26 00:00:00-10:35,제주항공,"249,200"
2025-01-26 00:00:00-12:00,제주항공,"249,200"
2025-01-26 00:00:00-15:20,아시아나항공,"266,100"
2025-01-26 00:00:00-16:55,아시아나항공,"266,100"
2025-01-26 00:00:00-16:20,아시아나항공,"266,100"
2025-01-26 00:00:00-17:55,대한항공,"267,900"
2025-01-26 00:00:00-12:40,대한항공,"267,900"
2025-01-26 00:00:00-14:00,대한항공,"267,900"
2025-01-27 00:00:00-06:30,제주항공,"249,200"
2025-01-27 00:00:00-07:55,제주항공,"249,200"
2025-01-27 00:00:00-10:35,제주항공,"249,200"
2025-01-27 00:00:00-12:00,제주항공,"249,200"
2025-01-27 00:00:00-15:20,아시아나항공,"266,100"
2025-01-27 00:00:00-16:55,아시아나항공,"266,100"
2025-01-27 00:00:00-16:20,아시아나항공,"266,100"
2025-01-27 00:00:00-17:55,대한항공,"267,900"
2025-01-27 00:00:00-12:40,대한항공,"267,900"
2025-01-27 00:00:00-14:00,대한항공,"267,900"
2025-01-28 00:00:00-06:30,제주항공,"249,200"
2025-01-28 00:00:00-07:55,제주항공,"249,200"
2025-01-28 00:00:00-10:35,제주항공,"249,200"
2025-01-28 00:00:00-12:00,제주항공,"249,200"
2025-01-28 00:00:00-15:20,아시아나항공,"266,100"
2025-01-28 00:00:00-16:55,아시아나항공,"266,100"
2025-01-28 00:00:00-16:20,아시아나항공,"266,100"
2025-01-28 00:00:00-17:55,대한항공,"267,900"
2025-01-28 00:00:00-12:40,대한항공,"267,900"
2025-01-28 00:00:00-14:00,대한항공,"267,900"
2025-01-29 00:00:00-06:30,제주항공,"249,200"
2025-01-29 00:00:00-07:55,제주항공,"249,200"
2025-01-29 00:00:00-10:35,제주항공,"249,200"
2025-01-29 00:00:00-12:00,제주항공,"249,200"
2025-01-29 00:00:00-15:20,아시아나항공,"266,100"
2025-01-29 00:00:00-16:55,아시아나항공,"266,100"
2025-01-29 00:00:00-16:20,아시아나항공,"266,100"
2025-01-29 00:00:00-17:55,대한항공,"267,900"
2025-01-29 00:00:00-12:40,대한항공,"267,900"
2025-01-29 00:00:00-14:00,대한항공,"267,900"
2025-01-30 00:00:00-06:30,제주항공,"249,200"
2025-01-30 00:00:00-07:55,제주항공,"249,200"
2025-01-30 00:00:00-10:35,제주항공,"249,200"
2025-01-30 00:00:00-12:00,제주항공,"249,200"
2025-01-30 00:00:00-15:20,아시아나항공,"266,100"
2025-01-30 00:00:00-16:55,아시아나항공,"266,100"
2025-01-30 00:00:00-16:20,아시아나항공,"266,100"
2025-01-30 00:00:00-17:55,대한항공,"267,900"
2025-01-30 00:00:00-12:40,대한항공,"267,900"
2025-01-30 00:00:00-14:00,대한항공,"267,900"
2025-01-31 00:00:00-16:20,제주항공,"168,300"
2025-01-31 00:00:00-17:55,제주항공,"196,800"
2025-01-31 00:00:00-06:30,제주항공,"210,300"
2025-01-31 00:00:00-07:55,제주항공,"227,400"
2025-01-31 00:00:00-15:20,대한항공,"255,300"
2025-01-31 00:00:00-16:55,대한항공,"255,300"
2025-01-31 00:00:00-10:35,대한항공,"262,400"
2025-01-31 00:00:00-12:00,아시아나항공,"266,100"
2025-01-31 00:00:00-18:35,아시아나항공,"266,100"
2025-01-31 00:00:00-18:50,아시아나항공,"266,100"
2025-02-01 00:00:00-16:20,제주항공,"168,300"
2025-02-01 00:00:00-17:55,제주항공,"183,000"
2025-02-01 00:00:00-15:20,제주항공,"196,800"
2025-02-01 00:00:00-16:55,제주항공,"210,300"
2025-02-01 00:00:00-06:30,대한항공,"230,700"
2025-02-01 00:00:00-07:55,대한항공,"230,700"
2025-02-01 00:00:00-10:35,대한항공,"247,200"
2025-02-01 00:00:00-12:00,대한항공,"247,200"
2025-02-01 00:00:00-18:40,에어서울,"250,600"
2025-02-01 00:00:00-19:55,에어서울,"250,600"
2025-02-02 00:00:00-16:20,제주항공,"152,500"
2025-02-02 00:00:00-17:55,제주항공,"166,800"
2025-02-02 00:00:00-06:30,제주항공,"166,800"
2025-02-02 00:00:00-07:55,제주항공,"195,000"
2025-02-02 00:00:00-15:20,대한항공,"230,000"
2025-02-02 00:00:00-16:55,대한항공,"230,000"
2025-02-02 00:00:00-10:35,대한항공,"230,000"
2025-02-02 00:00:00-12:00,대한항공,"230,000"
2025-02-02 00:00:00-18:40,에어서울,"250,600"
2025-02-02 00:00:00-19:55,에어서울,"250,600"
2025-02-03 00:00:00-16:20,제주항공,"152,500"
2025-02-03 00:00:00-17:55,제주항공,"166,800"
2025-02-03 00:00:00-06:30,제주항공,"166,800"
2025-02-03 00:00:00-07:55,제주항공,"195,000"
2025-02-03 00:00:00-15:20,아시아나항공,"229,100"
2025-02-03 00:00:00-16:55,아시아나항공,"229,100"
2025-02-03 00:00:00-10:35,아시아나항공,"229,100"
2025-02-03 00:00:00-12:00,대한항공,"230,000"
2025-02-03 00:00:00-12:40,대한항공,"230,000"
2025-02-03 00:00:00-14:00,대한항공,"230,000"
2025-02-04 00:00:00-16:20,제주항공,"129,400"
2025-02-04 00:00:00-17:55,진에어,"133,800"
2025-02-04 00:00:00-17:20,제주항공,"138,100"
2025-02-04 00:00:00-18:45,제주항공,"152,500"
2025-02-04 00:00:00-15:20,진에어,"156,800"
2025-02-04 00:00:00-16:55,제주항공,"166,800"
2025-02-04 00:00:00-06:30,진에어,"156,800"
2025-02-04 00:00:00-07:55,아시아나항공,"229,100"
2025-02-04 00:00:00-12:00,아시아나항공,"229,100"
2025-02-04 00:00:00-13:20,아시아나항공,"229,100"
2025-02-05 00:00:00-16:20,제주항공,"132,400"
2025-02-05 00:00:00-17:55,진에어,"136,600"
2025-02-05 00:00:00-17:20,제주항공,"140,700"
2025-02-05 00:00:00-18:45,제주항공,"154,500"
2025-02-05 00:00:00-15:20,진에어,"158,400"
2025-02-05 00:00:00-16:55,진에어,"158,400"
2025-02-05 00:00:00-06:30,제주항공,"168,300"
2025-02-05 00:00:00-07:55,아시아나항공,"229,100"
2025-02-05 00:00:00-06:50,아시아나항공,"229,100"
2025-02-05 00:00:00-08:10,아시아나항공,"229,100"
2025-02-06 00:00:00-16:20,제주항공,"140,700"
2025-02-06 00:00:00-17:55,진에어,"147,700"
2025-02-06 00:00:00-17:20,제주항공,"168,300"
2025-02-06 00:00:00-18:45,제주항공,"168,300"
2025-02-06 00:00:00-06:30,진에어,"174,500"
2025-02-06 00:00:00-07:55,진에어,"174,500"
2025-02-06 00:00:00-15:20,제주항공,"183,000"
2025-02-06 00:00:00-16:55,아시아나항공,"229,100"
2025-02-06 00:00:00-06:50,아시아나항공,"229,100"
2025-02-06 00:00:00-08:10,아시아나항공,"229,100"
2025-02-07 00:00:00-16:20,제주항공,"168,300"
2025-02-07 00:00:00-17:55,진에어,"174,500"
2025-02-07 00:00:00-17:20,제주항공,"183,000"
2025-02-07 00:00:00-18:45,제주항공,"196,800"
2025-02-07 00:00:00-15:20,진에어,"206,500"
2025-02-07 00:00:00-16:55,진에어,"206,500"
2025-02-07 00:00:00-06:30,제주항공,"210,300"
2025-02-07 00:00:00-07:55,아시아나항공,"229,100"
2025-02-07 00:00:00-06:50,아시아나항공,"229,100"
2025-02-07 00:00:00-08:10,아시아나항공,"229,100"
2025-02-09 00:00:00-17:20,진에어,"147,700"
2025-02-09 00:00:00-18:45,제주항공,"154,500"
2025-02-09 00:00:00-16:20,제주항공,"168,300"
2025-02-09 00:00:00-17:55,제주항공,"168,300"
