날짜시간,항공사,가격
2025-01-15 00:00:00-21:55,홍콩항공,"243,400"
2025-01-16 00:00:00-09:50,제주항공,"205,100"
2025-01-16 00:00:00-12:55,홍콩익스프레스항공,"221,900"
2025-01-16 00:00:00-21:55,그레이터베이항공,"227,800"
2025-01-16 00:00:00-00:55,홍콩익스프레스항공,"234,800"
2025-01-16 00:00:00-14:05,홍콩항공,"243,400"
2025-01-17 00:00:00-15:55,홍콩익스프레스항공,"196,200"
2025-01-17 00:00:00-19:00,제주항공,"205,100"
2025-01-17 00:00:00-09:50,홍콩익스프레스항공,"221,900"
2025-01-17 00:00:00-12:55,홍콩익스프레스항공,"221,900"
2025-01-17 00:00:00-12:35,그레이터베이항공,"227,800"
2025-01-19 00:00:00-09:50,제주항공,"205,100"
2025-01-19 00:00:00-12:55,홍콩익스프레스항공,"225,500"
2025-01-19 00:00:00-12:35,홍콩익스프레스항공,"225,500"
2025-01-19 00:00:00-15:35,그레이터베이항공,"227,800"
2025-01-19 00:00:00-21:55,홍콩항공,"243,400"
2025-01-20 00:00:00-09:50,제주항공,"205,100"
2025-01-20 00:00:00-12:55,홍콩익스프레스항공,"221,900"
2025-01-20 00:00:00-12:35,홍콩익스프레스항공,"221,900"
2025-01-20 00:00:00-15:35,그레이터베이항공,"227,800"
2025-01-20 00:00:00-21:55,홍콩항공,"243,400"
2025-01-21 00:00:00-09:50,제주항공,"151,700"
2025-01-21 00:00:00-12:55,홍콩익스프레스항공,"221,900"
2025-01-21 00:00:00-12:35,홍콩익스프레스항공,"221,900"
2025-01-21 00:00:00-15:35,그레이터베이항공,"227,800"
2025-01-21 00:00:00-21:55,홍콩항공,"243,400"
2025-01-22 00:00:00-09:50,제주항공,"142,800"
2025-01-22 00:00:00-12:55,홍콩익스프레스항공,"221,900"
2025-01-22 00:00:00-12:35,홍콩익스프레스항공,"221,900"
2025-01-22 00:00:00-15:35,그레이터베이항공,"227,800"
2025-01-22 00:00:00-21:55,홍콩항공,"243,400"
2025-01-23 00:00:00-09:50,제주항공,"178,400"
2025-01-23 00:00:00-12:55,그레이터베이항공,"227,800"
2025-01-23 00:00:00-14:05,홍콩익스프레스항공,"234,800"
2025-01-23 00:00:00-17:15,홍콩항공,"243,400"
2025-01-23 00:00:00-12:35,홍콩익스프레스항공,"247,700"
2025-01-24 00:00:00-15:55,홍콩익스프레스항공,"196,200"
2025-01-24 00:00:00-19:00,제주항공,"205,100"
2025-01-24 00:00:00-09:50,그레이터베이항공,"227,800"
2025-01-24 00:00:00-12:55,홍콩익스프레스항공,"234,800"
2025-01-24 00:00:00-14:05,홍콩항공,"243,400"
2025-01-25 00:00:00-12:35,홍콩익스프레스항공,"234,800"
2025-01-25 00:00:00-15:35,홍콩익스프레스항공,"234,800"
2025-01-25 00:00:00-15:55,홍콩항공,"243,400"
2025-01-25 00:00:00-19:00,홍콩익스프레스항공,"264,000"
2025-01-25 00:00:00-14:35,그레이터베이항공,"302,600"
2025-01-26 00:00:00-15:55,홍콩익스프레스항공,"234,800"
2025-01-26 00:00:00-19:00,홍콩익스프레스항공,"238,400"
2025-01-26 00:00:00-12:35,홍콩항공,"243,400"
2025-01-26 00:00:00-15:35,홍콩익스프레스항공,"276,900"
2025-01-26 00:00:00-14:35,그레이터베이항공,"302,600"
2025-01-27 00:00:00-14:35,홍콩항공,"256,100"
2025-01-27 00:00:00-17:35,샤먼항공,"304,700"
